"sec","date","open","high","low","close","volume","adjusted"
"359",2001-06-05,1.485714,1.507143,1.453571,1.495714,117948600,1.310289
"360",2001-06-06,1.495,1.495,1.452143,1.480714,55794200,1.297149
"361",2001-06-07,1.479286,1.55,1.460714,1.547143,81295200,1.355342
"362",2001-06-08,1.546429,1.546429,1.479286,1.522857,85656200,1.334067
"363",2001-06-11,1.503571,1.505,1.425,1.431429,73500000,1.253973
"364",2001-06-12,1.412143,1.477857,1.411429,1.450714,75948600,1.270868
"365",2001-06-13,1.53,1.552143,1.432857,1.462143,127871800,1.28088
"366",2001-06-14,1.431429,1.460714,1.412143,1.42,74337200,1.243961
"367",2001-06-15,1.435714,1.482143,1.382143,1.46,113656200,1.279003
"368",2001-06-18,1.457857,1.489286,1.428571,1.452143,86478000,1.272119
"369",2001-06-19,1.489286,1.528571,1.429286,1.442143,80271800,1.263359
"370",2001-06-20,1.428571,1.560714,1.427143,1.547857,107905000,1.355967
"371",2001-06-21,1.539286,1.642857,1.507143,1.606429,85332800,1.407278
"372",2001-06-22,1.605714,1.642857,1.554286,1.59,71506400,1.392886
"373",2001-06-25,1.607143,1.714286,1.603571,1.713571,109887400,1.501138
"374",2001-06-26,1.667143,1.697857,1.643571,1.696429,68195400,1.486121
"375",2001-06-27,1.702143,1.714286,1.607143,1.667143,93532600,1.460466
"376",2001-06-28,1.646429,1.707857,1.638571,1.681429,87102400,1.47298
"377",2001-06-29,1.69,1.792857,1.657143,1.660714,128847600,1.454834
"378",2001-07-02,1.688571,1.730714,1.652857,1.707143,57512000,1.495507
"379",2001-07-03,1.679286,1.727143,1.678571,1.702857,28135800,1.491752
"380",2001-07-05,1.685714,1.697857,1.643571,1.656429,38073000,1.45108
"381",2001-07-06,1.625714,1.64,1.551429,1.573571,75730200,1.378494
"382",2001-07-09,1.577857,1.642857,1.548571,1.621429,84366800,1.420418
"383",2001-07-10,1.639286,1.647857,1.488571,1.51,98817600,1.322804
"384",2001-07-11,1.502143,1.610714,1.5,1.61,117626600,1.410407
"385",2001-07-12,1.664286,1.772143,1.664286,1.74,153700400,1.52429
"386",2001-07-13,1.723571,1.786429,1.702857,1.775,113685600,1.554952
"387",2001-07-16,1.777143,1.792857,1.707857,1.711429,69666800,1.499261
"388",2001-07-17,1.712857,1.801429,1.643571,1.792857,161957600,1.570595
"389",2001-07-18,1.555714,1.627143,1.458571,1.485,284253200,1.300903
"390",2001-07-19,1.516429,1.53,1.410714,1.425714,215285000,1.248967
"391",2001-07-20,1.407143,1.432857,1.392143,1.427143,111146000,1.250219
"392",2001-07-23,1.435,1.464286,1.393571,1.395714,60340000,1.222686
"393",2001-07-24,1.385,1.422857,1.337857,1.363571,87094000,1.194528
"394",2001-07-25,1.365714,1.378571,1.283571,1.319286,110969600,1.155733
"395",2001-07-26,1.32,1.342857,1.275,1.327857,92285200,1.163242
"396",2001-07-27,1.339286,1.375,1.321429,1.354286,83533800,1.186394
"397",2001-07-30,1.365714,1.382857,1.322143,1.352143,60839800,1.184516
"398",2001-07-31,1.376429,1.387143,1.322143,1.342143,58756600,1.175756
"399",2001-08-01,1.357857,1.412857,1.353571,1.361429,76034000,1.192651
"400",2001-08-02,1.403571,1.419286,1.375714,1.415714,63022400,1.240207
"401",2001-08-03,1.420714,1.421429,1.357143,1.392857,46513600,1.220183
"402",2001-08-06,1.36,1.404286,1.357143,1.366429,24913000,1.197031
"403",2001-08-07,1.380714,1.405,1.355714,1.375,42137200,1.20454
"404",2001-08-08,1.375714,1.407143,1.324286,1.35,69042400,1.182639
"405",2001-08-09,1.354286,1.367857,1.337143,1.360714,50166200,1.192025
"406",2001-08-10,1.36,1.38,1.327857,1.358571,46740400,1.190148
"407",2001-08-13,1.364286,1.380714,1.34,1.363571,36999200,1.194528
"408",2001-08-14,1.371429,1.382857,1.333571,1.337857,57237600,1.172002
"409",2001-08-15,1.34,1.352857,1.3,1.317143,72319800,1.153855
"410",2001-08-16,1.305,1.339286,1.283571,1.332143,72023000,1.166996
"411",2001-08-17,1.285714,1.317857,1.285,1.290714,52106600,1.130703
"412",2001-08-20,1.295714,1.302143,1.272143,1.294286,63075600,1.133832
"413",2001-08-21,1.295714,1.295714,1.264286,1.28,46425400,1.121317
"414",2001-08-22,1.281429,1.303571,1.257857,1.300714,43493800,1.139463
"415",2001-08-23,1.3,1.31,1.255714,1.272143,54269600,1.114434
"416",2001-08-24,1.285714,1.33,1.260714,1.326429,72583000,1.16199
"417",2001-08-27,1.328571,1.378571,1.297143,1.351429,43911000,1.183891
"418",2001-08-28,1.35,1.367143,1.314286,1.314286,42933800,1.151352
"419",2001-08-29,1.317143,1.345,1.273571,1.273571,59992800,1.115685
"420",2001-08-30,1.267143,1.298571,1.234286,1.273571,92173200,1.115685
"421",2001-08-31,1.266429,1.328571,1.260714,1.325,54226200,1.160739
"422",2001-09-04,1.321429,1.362857,1.298571,1.303571,87053400,1.141966
"423",2001-09-05,1.302857,1.353571,1.294286,1.325,90014400,1.160739
"424",2001-09-06,1.314286,1.352143,1.260714,1.265714,70592200,1.108802
"425",2001-09-07,1.25,1.292857,1.228571,1.234286,60457600,1.08127
"426",2001-09-10,1.214286,1.25,1.208571,1.240714,77211400,1.086902
"427",2001-09-17,1.142857,1.219286,1.123571,1.213571,114501800,1.063124
"428",2001-09-18,1.207143,1.265714,1.155,1.162857,81775400,1.018697
"429",2001-09-19,1.178571,1.221429,1.114286,1.215714,93329600,1.065001
"430",2001-09-20,1.163571,1.210714,1.107143,1.12,102793600,0.981152
"431",2001-09-21,1.057143,1.160714,1.048571,1.123571,142629200,0.984281
"432",2001-09-24,1.150714,1.202857,1.139286,1.175,73634400,1.029334
"433",2001-09-25,1.152857,1.158571,1.096429,1.11,93601200,0.972392
"434",2001-09-26,1.129286,1.135,1.066429,1.082143,123449200,0.947989
"435",2001-09-27,1.089286,1.125,1.085714,1.107857,80560200,0.970515
"436",2001-09-28,1.122143,1.136429,1.099286,1.107857,91277200,0.970515
"437",2001-10-01,1.106429,1.142143,1.087857,1.11,52052000,0.972392
"438",2001-10-02,1.102143,1.130714,1.062857,1.075,58970800,0.941731
"439",2001-10-03,1.067857,1.097143,1.059286,1.07,170760800,0.937351
"440",2001-10-04,1.096429,1.160714,1.070714,1.134286,100280600,0.993668
"441",2001-10-05,1.1,1.153571,1.070714,1.152857,85671600,1.009936
"442",2001-10-08,1.112143,1.167857,1.107143,1.157143,51996000,1.013691
"443",2001-10-09,1.146429,1.157143,1.116429,1.142857,43506400,1.001176
"444",2001-10-10,1.15,1.203571,1.139286,1.201429,76939800,1.052487
"445",2001-10-11,1.208571,1.267143,1.203571,1.267143,83540800,1.110054
"446",2001-10-12,1.236429,1.291429,1.204286,1.286429,71953000,1.126949
"447",2001-10-15,1.282143,1.312857,1.282143,1.285,79688000,1.125697
"448",2001-10-16,1.292143,1.3,1.269286,1.286429,50737400,1.126949
"449",2001-10-17,1.31,1.315,1.211429,1.213571,71384600,1.063124
"450",2001-10-18,1.235,1.302143,1.235,1.285714,153143200,1.126323
"451",2001-10-19,1.281429,1.314286,1.277143,1.307143,41697600,1.145095
"452",2001-10-22,1.300714,1.362143,1.292143,1.358571,97984600,1.190148
"453",2001-10-23,1.365714,1.387143,1.276429,1.295714,171245200,1.135083
"454",2001-10-24,1.29,1.363571,1.267857,1.353571,93606800,1.185768
"455",2001-10-25,1.317143,1.375,1.297143,1.370714,63737800,1.200786
"456",2001-10-26,1.347143,1.375,1.33,1.333571,69741000,1.168247
"457",2001-10-29,1.326429,1.333571,1.257143,1.259286,59795400,1.103171
"458",2001-10-30,1.241429,1.285714,1.218571,1.257143,69190800,1.101293
"459",2001-10-31,1.266429,1.314286,1.245714,1.254286,68437600,1.098791
"460",2001-11-01,1.260714,1.341429,1.232143,1.327857,78248800,1.163242
"461",2001-11-02,1.322857,1.347143,1.297143,1.326429,49301000,1.16199
"462",2001-11-05,1.345714,1.375,1.329286,1.362143,58948400,1.193277
"463",2001-11-06,1.354286,1.401429,1.323571,1.397857,79004800,1.224564
"464",2001-11-07,1.39,1.437857,1.380714,1.399286,95747400,1.225815
"465",2001-11-08,1.402143,1.420714,1.326429,1.336429,85535800,1.17075
"466",2001-11-09,1.328571,1.375,1.325,1.336429,33573400,1.17075
"467",2001-11-12,1.332857,1.369286,1.282857,1.339286,50374800,1.173253
"468",2001-11-13,1.362857,1.385,1.336429,1.383571,56168000,1.212049
"469",2001-11-14,1.399286,1.421429,1.367857,1.400714,55287400,1.227066
"470",2001-11-15,1.389286,1.421429,1.373571,1.389286,53257400,1.217054
"471",2001-11-16,1.376429,1.377857,1.314286,1.355,57666000,1.187019
"472",2001-11-19,1.357143,1.432143,1.354286,1.428571,83147400,1.25147
"473",2001-11-20,1.415714,1.442857,1.392857,1.395,69146000,1.222061
"474",2001-11-21,1.400714,1.414286,1.375714,1.405714,50395800,1.231446
"475",2001-11-23,1.407857,1.425,1.397857,1.417143,15001000,1.241458
"476",2001-11-26,1.424286,1.539286,1.42,1.526429,115172400,1.337196
"477",2001-11-27,1.514286,1.537143,1.464286,1.5,67138400,1.314044
"478",2001-11-28,1.489286,1.515,1.457857,1.466429,62652800,1.284634
"479",2001-11-29,1.471429,1.478571,1.442143,1.458571,50691200,1.277751
"480",2001-11-30,1.462143,1.531429,1.446429,1.521429,75978000,1.332816
"481",2001-12-03,1.504286,1.52,1.471429,1.503571,45291400,1.317172
"482",2001-12-04,1.503571,1.611429,1.48,1.6,95104800,1.401646
"483",2001-12-05,1.597143,1.716429,1.583571,1.697143,142144800,1.486746
"484",2001-12-06,1.677143,1.678571,1.581429,1.627143,84733600,1.425424
"485",2001-12-07,1.604286,1.622143,1.571429,1.61,50878800,1.410407
"486",2001-12-10,1.592143,1.642143,1.587857,1.61,42502600,1.410407
"487",2001-12-11,1.619286,1.632143,1.546429,1.555714,51368800,1.362851
"488",2001-12-12,1.562143,1.565714,1.517857,1.535,48115200,1.344705
"489",2001-12-13,1.535,1.539286,1.464286,1.5,49460600,1.314044
"490",2001-12-14,1.480714,1.487857,1.435,1.456429,47471200,1.275874
"491",2001-12-17,1.457143,1.5,1.442143,1.472857,43428000,1.290266
"492",2001-12-18,1.492143,1.523571,1.444286,1.500714,58809800,1.31467
"493",2001-12-19,1.47,1.548571,1.462143,1.544286,72489200,1.352839
"494",2001-12-20,1.528571,1.533571,1.472857,1.476429,55216000,1.293394
"495",2001-12-21,1.500714,1.538571,1.485714,1.5,64083600,1.314044
"496",2001-12-24,1.492857,1.532143,1.492857,1.525714,12657400,1.33657
"497",2001-12-26,1.525,1.592857,1.51,1.535,36600200,1.344705
"498",2001-12-27,1.541429,1.589286,1.541429,1.576429,47877200,1.380997
"499",2001-12-28,1.569286,1.642857,1.568571,1.602143,74781000,1.403524
"500",2001-12-31,1.607857,1.618571,1.559286,1.564286,34445600,1.37036
"501",2002-01-02,1.575,1.664286,1.568571,1.664286,132374200,1.457963
"502",2002-01-03,1.642857,1.696429,1.626429,1.684286,153001800,1.475483
"503",2002-01-04,1.667143,1.710714,1.642143,1.692143,102494000,1.482366
"504",2002-01-07,1.694286,1.714286,1.625,1.635714,111146000,1.432933
"505",2002-01-08,1.625,1.646429,1.604286,1.615,112509600,1.414787
"506",2002-01-09,1.628571,1.637857,1.52,1.546429,81958800,1.354716
"507",2002-01-10,1.515714,1.532857,1.446429,1.516429,113184400,1.328436
"508",2002-01-11,1.527857,1.56,1.471429,1.503571,87200400,1.317172
"509",2002-01-14,1.500714,1.528571,1.492857,1.510714,103999000,1.32343
"510",2002-01-15,1.522857,1.554286,1.515,1.55,72580200,1.357845
"511",2002-01-16,1.529286,1.529286,1.464286,1.484286,141723400,1.300277
"512",2002-01-17,1.568571,1.624286,1.562143,1.605714,165144000,1.406652
"513",2002-01-18,1.571429,1.614286,1.568571,1.583571,84702800,1.387254
"514",2002-01-22,1.590714,1.597857,1.558571,1.558571,81828600,1.365354
"515",2002-01-23,1.557143,1.645714,1.542143,1.644286,110819800,1.440442
"516",2002-01-24,1.636429,1.679286,1.635714,1.657857,86000600,1.452331
"517",2002-01-25,1.635,1.672857,1.618571,1.660714,46478600,1.454834
"518",2002-01-28,1.671429,1.682143,1.622857,1.662143,46611600,1.456085
"519",2002-01-29,1.658571,1.681429,1.632143,1.647857,60081000,1.443571
"520",2002-01-30,1.647857,1.724286,1.638571,1.720714,117894000,1.507396
"521",2002-01-31,1.725714,1.766429,1.722143,1.765714,117111400,1.546817
"522",2002-02-01,1.738571,1.782857,1.738571,1.743571,99576400,1.52742
"523",2002-02-04,1.737143,1.822857,1.728571,1.810714,130593400,1.586238
"524",2002-02-05,1.792143,1.855714,1.791429,1.817857,114221800,1.592496
"525",2002-02-06,1.828571,1.855714,1.725,1.762143,149394000,1.543688
"526",2002-02-07,1.760714,1.806429,1.72,1.735714,86958200,1.520536
"527",2002-02-08,1.742857,1.76,1.669286,1.716429,88832800,1.503641
"528",2002-02-11,1.709286,1.785714,1.695714,1.784286,99650600,1.563086
"529",2002-02-12,1.761429,1.788571,1.746429,1.765,56070000,1.546191
"530",2002-02-13,1.766429,1.802857,1.760714,1.786429,78218000,1.564963
"531",2002-02-14,1.789286,1.802143,1.741429,1.757143,65042600,1.539308
"532",2002-02-15,1.752143,1.784286,1.703571,1.707143,65046800,1.495507
"533",2002-02-19,1.697143,1.705,1.605714,1.615714,97564600,1.415413
"534",2002-02-20,1.626429,1.657143,1.596429,1.652143,71360800,1.447325
"535",2002-02-21,1.637143,1.642857,1.532143,1.535714,111687800,1.345331
"536",2002-02-22,1.547143,1.639286,1.535714,1.624286,101619000,1.422921
"537",2002-02-25,1.632143,1.765714,1.597143,1.700714,106712200,1.489875
"538",2002-02-26,1.707857,1.740714,1.660714,1.690714,65032800,1.481115
"539",2002-02-27,1.71,1.732143,1.495714,1.568571,257539800,1.374114
"540",2002-02-28,1.582143,1.613571,1.525,1.55,114234400,1.357845
"541",2002-03-01,1.566429,1.678571,1.558571,1.675,87248000,1.467349
"542",2002-03-04,1.661429,1.755714,1.625714,1.735,87064600,1.51991
"543",2002-03-05,1.725,1.745,1.671429,1.680714,68675600,1.472355
"544",2002-03-06,1.677143,1.738571,1.637857,1.719286,56551600,1.506144
"545",2002-03-07,1.718571,1.752143,1.686429,1.741429,64562400,1.525542
"546",2002-03-08,1.767143,1.792143,1.735714,1.761429,67443600,1.543063
"547",2002-03-11,1.757143,1.795714,1.721429,1.79,65696400,1.568092
"548",2002-03-12,1.750714,1.767143,1.721429,1.765714,63513800,1.546817
"549",2002-03-13,1.740714,1.775,1.725,1.749286,50191400,1.532425
"550",2002-03-14,1.735714,1.757143,1.705,1.745,54324200,1.528671
"551",2002-03-15,1.747143,1.782857,1.732143,1.782143,60225200,1.561209
"552",2002-03-18,1.782143,1.789286,1.737143,1.767143,76139000,1.548069
"553",2002-03-19,1.763571,1.807143,1.735714,1.775,60586400,1.554952
"554",2002-03-20,1.761429,1.795714,1.75,1.78,73579800,1.559332
"555",2002-03-21,1.704286,1.735714,1.661429,1.733571,154088200,1.518659
"556",2002-03-22,1.73,1.754286,1.705,1.720714,50548400,1.507396
"557",2002-03-25,1.719286,1.720714,1.66,1.667857,65707600,1.461091
"558",2002-03-26,1.657143,1.688571,1.642857,1.675714,64460200,1.467974
"559",2002-03-27,1.667857,1.694286,1.661429,1.676429,31925600,1.4686
"560",2002-03-28,1.692857,1.705714,1.675714,1.690714,27113800,1.481115
"561",2002-04-01,1.67,1.764286,1.662857,1.747143,49761600,1.530548
"562",2002-04-02,1.714286,1.735714,1.705,1.719286,50948800,1.506144
"563",2002-04-03,1.717857,1.749286,1.685714,1.696429,53632600,1.486121
"564",2002-04-04,1.690714,1.789286,1.690714,1.778571,84624400,1.558081
"565",2002-04-05,1.782143,1.799286,1.721429,1.767143,69587000,1.548069
"566",2002-04-08,1.725714,1.762857,1.698571,1.754286,65378600,1.536805
"567",2002-04-09,1.756429,1.785714,1.715,1.721429,47882800,1.508021
"568",2002-04-10,1.729286,1.782143,1.715,1.761429,56245000,1.543063
"569",2002-04-11,1.787857,1.8,1.767857,1.775714,101813600,1.555577
"570",2002-04-12,1.786429,1.797857,1.755,1.79,80060400,1.568092
"571",2002-04-15,1.79,1.796429,1.771429,1.785714,74842600,1.564337
"572",2002-04-16,1.796429,1.856429,1.794286,1.838571,153644400,1.610642
"573",2002-04-17,1.852143,1.869286,1.812857,1.865,99062600,1.633794
"574",2002-04-18,1.821429,1.822857,1.777143,1.815,100427600,1.589993
"575",2002-04-19,1.820714,1.820714,1.780714,1.784286,93851800,1.563086
"576",2002-04-22,1.774286,1.780714,1.730714,1.752143,67356800,1.534928
"577",2002-04-23,1.752857,1.77,1.720714,1.732143,58367400,1.517408
"578",2002-04-24,1.735714,1.75,1.691429,1.697857,35112000,1.487372
"579",2002-04-25,1.682857,1.738571,1.682143,1.722857,48550600,1.509273
"580",2002-04-26,1.734286,1.740714,1.642857,1.643571,76245400,1.439816
"581",2002-04-29,1.654286,1.718571,1.649286,1.711429,68072200,1.499261
"582",2002-04-30,1.706429,1.741429,1.696429,1.733571,70240800,1.518659
"583",2002-05-01,1.735,1.735,1.668571,1.712857,53676000,1.500513
"584",2002-05-02,1.700714,1.738571,1.685714,1.692143,59836000,1.482366
"585",2002-05-03,1.683571,1.715714,1.673571,1.679286,57695400,1.471104
"586",2002-05-06,1.667857,1.678571,1.604286,1.617857,62416200,1.41729
"587",2002-05-07,1.638571,1.639286,1.581429,1.605,60687200,1.406027
"588",2002-05-08,1.657143,1.751429,1.645714,1.740714,109170600,1.524916
"589",2002-05-09,1.732143,1.739286,1.7,1.727857,56154000,1.513653
"590",2002-05-10,1.735,1.735,1.641429,1.665714,58849000,1.459214
"591",2002-05-13,1.68,1.720714,1.638571,1.71,66402000,1.49801
"592",2002-05-14,1.746429,1.834286,1.73,1.829286,131626600,1.602507
"593",2002-05-15,1.812143,1.855714,1.774286,1.805714,83956600,1.581858
"594",2002-05-16,1.79,1.817857,1.767857,1.800714,56763000,1.577478
"595",2002-05-17,1.820714,1.841429,1.757857,1.786429,59123400,1.564963
"596",2002-05-20,1.755,1.780714,1.752143,1.767143,67478600,1.548069
"597",2002-05-21,1.773571,1.785714,1.671429,1.675714,70247800,1.467974
"598",2002-05-22,1.669286,1.740714,1.665714,1.737143,72718800,1.521787
"599",2002-05-23,1.746429,1.802857,1.719286,1.798571,92349600,1.575601
"600",2002-05-24,1.785,1.785,1.711429,1.725,41543600,1.51115
"601",2002-05-28,1.692143,1.728571,1.673571,1.712857,37429000,1.500513
"602",2002-05-29,1.708571,1.745714,1.675,1.712857,55448400,1.500513
"603",2002-05-30,1.697857,1.741429,1.679286,1.728571,49093800,1.514279
"604",2002-05-31,1.720714,1.732143,1.662857,1.664286,91373800,1.457963
"605",2002-06-03,1.670714,1.675,1.612857,1.636429,58777600,1.433559
"606",2002-06-04,1.634286,1.645714,1.584286,1.627143,86955400,1.425424
"607",2002-06-05,1.630714,1.630714,1.596429,1.622857,69270600,1.42167
"608",2002-06-06,1.64,1.659286,1.574286,1.582857,64999200,1.386629
"609",2002-06-07,1.554286,1.567143,1.495,1.528571,153094200,1.339073
"610",2002-06-10,1.534286,1.56,1.524286,1.534286,69393800,1.344079
"611",2002-06-11,1.545714,1.55,1.457857,1.461429,87374000,1.280254
"612",2002-06-12,1.457857,1.482143,1.424286,1.435,132179600,1.257102
"613",2002-06-13,1.43,1.432143,1.384286,1.395714,88020800,1.222686
"614",2002-06-14,1.374286,1.454286,1.293571,1.435714,106225000,1.257727
"615",2002-06-17,1.445714,1.473571,1.417857,1.467143,81152400,1.28526
"616",2002-06-18,1.458571,1.470714,1.427143,1.439286,88340000,1.260856
"617",2002-06-19,1.240714,1.257143,1.205714,1.222857,427366800,1.071258
"618",2002-06-20,1.226429,1.257143,1.203571,1.222143,99159200,1.070633
"619",2002-06-21,1.212143,1.249286,1.199286,1.203571,111294400,1.054364
"620",2002-06-24,1.197857,1.266429,1.192857,1.233571,107983400,1.080644
"621",2002-06-25,1.242857,1.262857,1.204286,1.224286,75300400,1.07251
"622",2002-06-26,1.2,1.235,1.141429,1.182143,139738200,1.035591
"623",2002-06-27,1.199286,1.233571,1.172857,1.218571,62914600,1.067504
"624",2002-06-28,1.221429,1.272857,1.214286,1.265714,67464600,1.108802
"625",2002-07-01,1.265,1.277143,1.217857,1.218571,55672400,1.067504
"626",2002-07-02,1.216429,1.225714,1.202143,1.21,76297200,1.059995
"627",2002-07-03,1.200714,1.262857,1.196429,1.253571,49757400,1.098165
"628",2002-07-05,1.265,1.339286,1.265,1.338571,40412400,1.172628
"629",2002-07-08,1.322857,1.329286,1.262857,1.286429,52801000,1.126949
"630",2002-07-09,1.292143,1.306429,1.247143,1.252143,56687400,1.096914
"631",2002-07-10,1.265,1.297857,1.232143,1.237143,51720200,1.083773
"632",2002-07-11,1.232857,1.310714,1.212143,1.307143,93419200,1.145095
"633",2002-07-12,1.325,1.342143,1.232857,1.250714,110873000,1.095662
"634",2002-07-15,1.245,1.328571,1.200714,1.302143,73998400,1.140715
"635",2002-07-16,1.296429,1.326429,1.257857,1.275714,111692000,1.117563
"636",2002-07-17,1.152143,1.157143,1.085,1.116429,303871400,0.978024
"637",2002-07-18,1.107143,1.111429,1.053571,1.070714,139865600,0.937977
"638",2002-07-19,1.05,1.083571,1.037857,1.068571,96301800,0.9361
